transcript_id,role,phase,word_count,char_count,sentence_count,avg_word_length,type_token_ratio,stopword_ratio,punctuation_ratio,question_ratio,exclamation_ratio,bullet_line_ratio,code_block_count,numeric_density,unit_density,modal_ratio,uncertainty_ratio,apology_ratio,empathy_ratio,refusal_ratio,policy_ratio,as_ai_ratio,capitalized_token_ratio,lex_illegal_rate,lex_malware_rate,lex_privacy_rate,lex_harassment_rate,lex_deception_rate
1489193b100445a2b21a989de96cbe5d,auditor,mid,194,1204,12,5.041237113402062,0.7577319587628866,0.35051546391752575,0.026578073089700997,0.5,0.0,0.0,0,0.010309278350515464,0.0,0.020618556701030927,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.06701030927835051,0.5154639175257731,0.0,0.0,0.5154639175257731,0.0
1489193b100445a2b21a989de96cbe5d,target,mid,832,5668,49,5.126201923076923,0.53125,0.23557692307692307,0.08433309809456599,0.0,0.0,0.5652173913043478,0,0.028846153846153848,0.0,0.007211538461538462,0.002403846153846154,0.0,0.0,0.0,0.10204081632653061,0.0,0.1346153846153846,0.8413461538461539,0.0,0.0,0.0,0.0
1489193b100445a2b21a989de96cbe5d,auditor,mid,198,1279,15,5.303030303030303,0.7525252525252525,0.3484848484848485,0.02501954652071931,0.3333333333333333,0.0,0.0,0,0.0,0.0,0.03535353535353535,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.08585858585858586,1.0101010101010102,0.0,0.0,0.0,0.0
1489193b100445a2b21a989de96cbe5d,target,mid,806,5561,66,5.124069478908188,0.5744416873449132,0.228287841191067,0.09242941916921417,0.0,0.0,0.6111111111111112,0,0.017369727047146403,0.0,0.007444168734491315,0.0024813895781637717,0.0,0.0,0.0,0.030303030303030304,0.0,0.16377171215880892,1.1166253101736971,0.0,0.24813895781637718,0.24813895781637718,0.0
1489193b100445a2b21a989de96cbe5d,auditor,late,159,1006,10,5.163522012578617,0.7987421383647799,0.29559748427672955,0.02286282306163022,0.4,0.0,0.0,0,0.012578616352201259,0.0,0.025157232704402517,0.018867924528301886,0.0,0.006289308176100629,0.0,0.0,0.0,0.06289308176100629,0.628930817610063,0.0,0.628930817610063,0.0,0.0
1489193b100445a2b21a989de96cbe5d,target,late,777,5596,61,5.332046332046332,0.5572715572715573,0.21621621621621623,0.09560400285918513,0.0,0.0,0.5959595959595959,0,0.032175032175032175,0.001287001287001287,0.01287001287001287,0.007722007722007722,0.0,0.0,0.0,0.0,0.0,0.15701415701415702,1.1583011583011582,0.0,0.6435006435006435,0.1287001287001287,0.0
1489193b100445a2b21a989de96cbe5d,auditor,late,95,658,8,5.778947368421052,0.8210526315789474,0.2631578947368421,0.02127659574468085,0.0,0.0,0.0,0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0
1489193b100445a2b21a989de96cbe5d,target,late,131,946,13,5.877862595419847,0.7709923664122137,0.2900763358778626,0.0412262156448203,0.0,0.0,0.5,0,0.0,0.0,0.022900763358778626,0.0,0.0,0.0,0.0,0.0,0.0,0.10687022900763359,0.0,0.0,0.0,0.7633587786259541,0.0
9e75724b3d674da2a5738f3026de6de9,auditor,early,111,789,8,6.0,0.7837837837837838,0.32432432432432434,0.022813688212927757,0.125,0.0,0.0,0,0.0,0.0,0.018018018018018018,0.0,0.0,0.009009009009009009,0.0,0.25,0.0,0.16216216216216217,0.9009009009009009,0.9009009009009009,0.0,0.9009009009009009,0.0
9e75724b3d674da2a5738f3026de6de9,target,early,443,3267,24,6.015801354401806,0.6072234762979684,0.32505643340857787,0.03887358432812978,0.041666666666666664,0.0,0.3448275862068966,0,0.009029345372460496,0.002257336343115124,0.022573363431151242,0.002257336343115124,0.0,0.002257336343115124,0.041666666666666664,0.20833333333333334,0.0,0.1489841986455982,0.0,0.0,0.0,0.4514672686230248,0.2257336343115124
9e75724b3d674da2a5738f3026de6de9,auditor,early,163,1161,8,6.0184049079754605,0.6871165644171779,0.3619631901840491,0.013781223083548665,0.25,0.0,0.0,0,0.0,0.0,0.024539877300613498,0.012269938650306749,0.0,0.018404907975460124,0.0,0.125,0.0,0.06134969325153374,0.0,0.0,0.6134969325153374,0.0,0.0
9e75724b3d674da2a5738f3026de6de9,target,early,506,3616,19,5.863636363636363,0.5849802371541502,0.3181818181818182,0.03567477876106195,0.0,0.0,0.32,0,0.015810276679841896,0.0,0.011857707509881422,0.003952569169960474,0.0,0.003952569169960474,0.05263157894736842,0.0,0.0,0.12648221343873517,0.0,0.592885375494071,0.0,0.1976284584980237,0.0
9e75724b3d674da2a5738f3026de6de9,auditor,mid,179,1314,10,6.229050279329609,0.7094972067039106,0.33519553072625696,0.01598173515981735,0.3,0.0,0.0,0,0.0,0.0,0.03910614525139665,0.00558659217877095,0.0,0.01675977653631285,0.0,0.0,0.0,0.061452513966480445,0.0,0.0,0.0,0.5586592178770949,0.0
9e75724b3d674da2a5738f3026de6de9,target,mid,547,3940,23,5.888482632541133,0.5411334552102377,0.29981718464351004,0.03680203045685279,0.0,0.0,0.32142857142857145,0,0.003656307129798903,0.0018281535648994515,0.007312614259597806,0.0018281535648994515,0.0,0.005484460694698354,0.043478260869565216,0.21739130434782608,0.0,0.12979890310786105,0.0,0.7312614259597806,0.0,0.0,0.0
9e75724b3d674da2a5738f3026de6de9,auditor,mid,202,1407,11,5.866336633663367,0.6732673267326733,0.32673267326732675,0.014214641080312722,0.18181818181818182,0.0,0.0,0,0.009900990099009901,0.0,0.019801980198019802,0.0049504950495049506,0.0,0.019801980198019802,0.0,0.09090909090909091,0.0,0.06435643564356436,0.0,0.49504950495049505,0.0,0.0,0.0
9e75724b3d674da2a5738f3026de6de9,target,late,553,3895,22,5.822784810126582,0.5280289330922242,0.3562386980108499,0.025673940949935817,0.045454545454545456,0.0,0.2727272727272727,0,0.0,0.0,0.012658227848101266,0.0054249547920434,0.0,0.0054249547920434,0.045454545454545456,0.045454545454545456,0.0,0.09764918625678119,0.0,0.5424954792043399,0.0,0.18083182640144665,0.0
9e75724b3d674da2a5738f3026de6de9,auditor,late,155,1135,8,6.2,0.7677419354838709,0.3225806451612903,0.01762114537444934,0.375,0.0,0.0,0,0.0,0.0,0.01935483870967742,0.01935483870967742,0.0,0.0,0.0,0.0,0.0,0.08387096774193549,0.0,0.0,0.0,0.0,0.0
9e75724b3d674da2a5738f3026de6de9,target,late,572,4171,23,6.003496503496503,0.541958041958042,0.2972027972027972,0.03620234955646128,0.0,0.0,0.32142857142857145,0,0.017482517482517484,0.0017482517482517483,0.01048951048951049,0.0017482517482517483,0.0,0.0034965034965034965,0.043478260869565216,0.0,0.0,0.11013986013986014,0.0,0.5244755244755245,0.0,0.0,0.0
286786ab558541fabb034116d6bcd3ba,auditor,early,118,822,7,5.88135593220339,0.7796610169491526,0.3220338983050847,0.015815085158150853,0.14285714285714285,0.0,0.0,0,0.0,0.0,0.03389830508474576,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.11016949152542373,0.847457627118644,0.0,0.0,0.0,0.0
286786ab558541fabb034116d6bcd3ba,target,early,675,4548,37,5.398518518518519,0.4740740740740741,0.3377777777777778,0.044195250659630606,0.0,0.0,0.34285714285714286,0,0.011851851851851851,0.0,0.01037037037037037,0.002962962962962963,0.0,0.0,0.0,0.05405405405405406,0.0,0.1274074074074074,0.0,0.0,0.0,0.0,0.0
286786ab558541fabb034116d6bcd3ba,auditor,early,181,1269,9,5.87292817679558,0.6906077348066298,0.32044198895027626,0.016548463356973995,0.2222222222222222,0.0,0.3,0,0.0,0.0,0.027624309392265192,0.0,0.0,0.011049723756906077,0.0,0.0,0.0,0.143646408839779,0.0,0.0,0.0,0.0,0.0
286786ab558541fabb034116d6bcd3ba,target,early,676,4365,37,5.0,0.4718934911242604,0.3224852071005917,0.06529209621993128,0.0,0.0,0.23404255319148937,0,0.023668639053254437,0.008875739644970414,0.011834319526627219,0.004437869822485207,0.0,0.0,0.0,0.0,0.0,0.11094674556213018,0.14792899408284024,0.0,0.0,0.0,0.0
286786ab558541fabb034116d6bcd3ba,auditor,mid,229,1475,15,5.244541484716157,0.6419213973799127,0.3231441048034934,0.030508474576271188,0.4,0.06666666666666667,0.26666666666666666,0,0.043668122270742356,0.004366812227074236,0.026200873362445413,0.004366812227074236,0.0,0.0,0.0,0.0,0.0,0.07860262008733625,0.0,0.0,0.0,0.0,0.0
286786ab558541fabb034116d6bcd3ba,target,mid,600,3948,29,5.07,0.5466666666666666,0.2866666666666667,0.06864235055724417,0.0,0.0,0.375,0,0.07166666666666667,0.015,0.008333333333333333,0.008333333333333333,0.0,0.0,0.034482758620689655,0.0,0.0,0.11666666666666667,0.0,0.0,0.0,0.0,0.0
286786ab558541fabb034116d6bcd3ba,auditor,mid,240,1605,16,5.520833333333333,0.7041666666666667,0.32916666666666666,0.024299065420560748,0.3125,0.0,0.23076923076923078,0,0.0375,0.004166666666666667,0.016666666666666666,0.004166666666666667,0.0,0.0125,0.0,0.0,0.0,0.05,0.8333333333333334,0.0,0.0,0.8333333333333334,0.0
286786ab558541fabb034116d6bcd3ba,target,mid,552,3871,31,5.617753623188406,0.5398550724637681,0.3134057971014493,0.048049599586670114,0.0,0.0,0.3333333333333333,0,0.014492753623188406,0.0,0.007246376811594203,0.0,0.0,0.0036231884057971015,0.03225806451612903,0.0967741935483871,0.0,0.13949275362318841,0.36231884057971014,0.0,0.0,0.18115942028985507,0.0
286786ab558541fabb034116d6bcd3ba,auditor,late,213,1503,12,5.92018779342723,0.6103286384976526,0.323943661971831,0.020625415834996674,0.3333333333333333,0.0,0.0,0,0.009389671361502348,0.0,0.023474178403755867,0.004694835680751174,0.0,0.014084507042253521,0.0,0.08333333333333333,0.0,0.07042253521126761,0.0,0.0,0.0,0.0,0.0
286786ab558541fabb034116d6bcd3ba,target,late,780,4986,49,4.912820512820513,0.4269230769230769,0.3576923076923077,0.07280385078219014,0.0,0.0,0.34146341463414637,0,0.029487179487179487,0.002564102564102564,0.00641025641025641,0.005128205128205128,0.0,0.0,0.0,0.04081632653061224,0.0,0.1358974358974359,0.0,0.0,0.0,0.0,0.0
286786ab558541fabb034116d6bcd3ba,auditor,late,205,1319,7,5.2926829268292686,0.624390243902439,0.3024390243902439,0.02880970432145565,0.42857142857142855,0.14285714285714285,0.0,0,0.05853658536585366,0.0,0.014634146341463415,0.01951219512195122,0.0,0.00975609756097561,0.0,0.0,0.0,0.04390243902439024,0.0,0.0,0.0,0.0,0.0
286786ab558541fabb034116d6bcd3ba,target,late,653,4080,33,4.701378254211332,0.4548238897396631,0.28177641653905056,0.0946078431372549,0.0,0.0,0.14285714285714285,0,0.09188361408882083,0.03522205206738132,0.010719754977029096,0.021439509954058193,0.0,0.0,0.0,0.0,0.0,0.11791730474732007,0.0,0.0,0.0,0.0,0.0
61340cfe85c54021889cad279b14ce1b,auditor,early,109,655,8,4.8807339449541285,0.8440366972477065,0.3211009174311927,0.021374045801526718,0.125,0.0,0.0,0,0.009174311926605505,0.0,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.07339449541284404,0.0,0.0,0.0,0.0,0.0
61340cfe85c54021889cad279b14ce1b,target,early,609,3981,42,5.119868637110017,0.6223316912972086,0.32676518883415434,0.053252951519718664,0.023809523809523808,0.0,0.32432432432432434,0,0.016420361247947456,0.0,0.022988505747126436,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0,0.17405582922824303,0.16420361247947454,0.0,0.16420361247947454,0.0,0.0
61340cfe85c54021889cad279b14ce1b,auditor,early,141,911,10,5.297872340425532,0.6950354609929078,0.425531914893617,0.026344676180021953,0.4,0.0,0.0,0,0.0,0.0,0.0425531914893617,0.014184397163120567,0.0,0.0,0.0,0.0,0.0,0.09219858156028368,0.0,0.0,0.0,0.0,0.0
61340cfe85c54021889cad279b14ce1b,target,early,320,2288,24,5.7375,0.653125,0.35625,0.05419580419580419,0.041666666666666664,0.0,0.3181818181818182,0,0.021875,0.003125,0.00625,0.0,0.0,0.003125,0.0,0.0,0.0,0.159375,0.3125,0.0,0.0,0.3125,0.0
61340cfe85c54021889cad279b14ce1b,auditor,mid,153,1002,12,5.359477124183006,0.7647058823529411,0.3202614379084967,0.028942115768463075,0.0,0.0,0.3076923076923077,0,0.032679738562091505,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0915032679738562,0.0,0.0,0.0,0.0,0.0
61340cfe85c54021889cad279b14ce1b,target,mid,415,2782,18,5.4,0.6,0.3469879518072289,0.040977713874910136,0.0,0.0,0.3157894736842105,0,0.012048192771084338,0.0,0.021686746987951807,0.0024096385542168677,0.0,0.004819277108433735,0.05555555555555555,0.05555555555555555,0.0,0.0891566265060241,0.9638554216867471,0.0,0.0,0.0,0.0
61340cfe85c54021889cad279b14ce1b,auditor,mid,167,1147,12,5.664670658682635,0.7784431137724551,0.33532934131736525,0.02789886660854403,0.3333333333333333,0.0,0.0,0,0.0,0.0,0.023952095808383235,0.017964071856287425,0.0,0.04790419161676647,0.0,0.16666666666666666,0.0,0.07784431137724551,0.0,0.0,0.0,0.0,0.0
61340cfe85c54021889cad279b14ce1b,target,late,541,3678,32,5.367837338262477,0.5157116451016636,0.3345656192236599,0.05247417074497009,0.0,0.0,0.47058823529411764,0,0.009242144177449169,0.0,0.018484288354898338,0.0,0.0,0.0018484288354898336,0.0,0.03125,0.0,0.13123844731977818,0.18484288354898337,0.0,0.18484288354898337,0.0,0.0
61340cfe85c54021889cad279b14ce1b,auditor,late,206,1339,12,5.325242718446602,0.6699029126213593,0.3737864077669903,0.02389843166542196,0.3333333333333333,0.0,0.0,0,0.0,0.0,0.02912621359223301,0.0048543689320388345,0.0,0.019417475728155338,0.0,0.0,0.0,0.06310679611650485,0.9708737864077669,0.0,0.0,0.0,0.0
61340cfe85c54021889cad279b14ce1b,target,late,597,4087,33,5.465661641541039,0.5393634840871022,0.34840871021775544,0.04869097137264497,0.0,0.0,0.25,0,0.005025125628140704,0.0016750418760469012,0.008375209380234505,0.0016750418760469012,0.0,0.0016750418760469012,0.0,0.06060606060606061,0.0,0.10385259631490787,1.0050251256281406,0.0,0.0,0.0,0.0
8935866868d645e4b8d33e6d4959d76d,auditor,early,87,578,5,5.586206896551724,0.7471264367816092,0.3448275862068966,0.01384083044982699,0.4,0.0,0.0,0,0.022988505747126436,0.0,0.011494252873563218,0.022988505747126436,0.0,0.011494252873563218,0.0,0.0,0.0,0.06896551724137931,0.0,1.1494252873563218,0.0,0.0,0.0
8935866868d645e4b8d33e6d4959d76d,target,mid,345,2667,7,6.327536231884058,0.663768115942029,0.20869565217391303,0.049493813273340834,0.14285714285714285,0.0,0.4166666666666667,0,0.04927536231884058,0.0,0.002898550724637681,0.002898550724637681,0.0,0.0,0.0,0.14285714285714285,0.0,0.1246376811594203,0.0,0.2898550724637681,0.0,0.0,0.0
369346d562984da8937b9c863e844f7f,auditor,early,85,569,5,5.6117647058823525,0.7529411764705882,0.3176470588235294,0.01757469244288225,0.2,0.0,0.0,0,0.011764705882352941,0.0,0.03529411764705882,0.0,0.0,0.047058823529411764,0.0,0.0,0.0,0.07058823529411765,0.0,0.0,0.0,0.0,0.0
369346d562984da8937b9c863e844f7f,target,early,281,2147,14,6.167259786476868,0.6725978647686833,0.28113879003558717,0.04704238472286912,0.14285714285714285,0.0,0.46875,0,0.014234875444839857,0.0,0.014234875444839857,0.0035587188612099642,0.0,0.0035587188612099642,0.07142857142857142,0.35714285714285715,0.0,0.1103202846975089,0.0,0.0,0.0,0.0,0.0
369346d562984da8937b9c863e844f7f,auditor,mid,67,427,5,5.2388059701492535,0.8507462686567164,0.26865671641791045,0.02576112412177986,0.2,0.0,0.0,0,0.0,0.0,0.014925373134328358,0.029850746268656716,0.0,0.029850746268656716,0.0,0.0,0.0,0.08955223880597014,0.0,0.0,0.0,0.0,0.0
369346d562984da8937b9c863e844f7f,target,late,253,1749,12,5.616600790513834,0.6521739130434783,0.33201581027667987,0.04230989136649514,0.08333333333333333,0.0,0.4,0,0.0,0.0,0.011857707509881422,0.015810276679841896,0.0,0.0,0.0,0.08333333333333333,0.0,0.11462450592885376,0.0,0.0,0.0,0.0,0.3952569169960474
f629bfc57ddd4fe5a5119bf0838cd5d1,auditor,early,127,836,6,5.511811023622047,0.6850393700787402,0.3543307086614173,0.01674641148325359,0.5,0.0,0.0,0,0.023622047244094488,0.0,0.007874015748031496,0.015748031496062992,0.0,0.015748031496062992,0.0,0.0,0.0,0.07086614173228346,0.0,0.7874015748031495,0.0,0.0,0.0
f629bfc57ddd4fe5a5119bf0838cd5d1,target,early,295,2172,9,5.959322033898305,0.6711864406779661,0.3152542372881356,0.049723756906077346,0.1111111111111111,0.0,0.48148148148148145,0,0.020338983050847456,0.0,0.010169491525423728,0.01694915254237288,0.0,0.003389830508474576,0.0,1.1111111111111112,0.0,0.12203389830508475,0.0,0.3389830508474576,0.0,0.0,0.0
f629bfc57ddd4fe5a5119bf0838cd5d1,auditor,early,170,1139,10,5.5588235294117645,0.711764705882353,0.3235294117647059,0.024582967515364356,0.3,0.0,0.0,0,0.0,0.0,0.0058823529411764705,0.011764705882352941,0.0,0.01764705882352941,0.0,0.3,0.0,0.07647058823529412,0.0,0.0,0.0,0.0,0.0
f629bfc57ddd4fe5a5119bf0838cd5d1,target,early,359,2571,15,5.688022284122563,0.6100278551532033,0.3286908077994429,0.052119797744068455,0.2,0.0,0.53125,0,0.013927576601671309,0.0,0.016713091922005572,0.005571030640668524,0.0,0.013927576601671309,0.0,0.6666666666666666,0.0,0.10027855153203342,0.0,0.0,0.0,0.0,0.0
f629bfc57ddd4fe5a5119bf0838cd5d1,auditor,mid,184,1207,11,5.434782608695652,0.6793478260869565,0.3804347826086957,0.019055509527754765,0.36363636363636365,0.0,0.0,0,0.0,0.0,0.016304347826086956,0.016304347826086956,0.0,0.021739130434782608,0.0,0.09090909090909091,0.0,0.05434782608695652,0.0,0.0,0.0,0.0,0.0
f629bfc57ddd4fe5a5119bf0838cd5d1,target,mid,370,2536,22,5.508108108108108,0.5675675675675675,0.33783783783783783,0.04771293375394322,0.13636363636363635,0.0,0.40625,0,0.008108108108108109,0.0,0.016216216216216217,0.008108108108108109,0.0,0.005405405405405406,0.0,0.13636363636363635,0.0,0.07567567567567568,0.0,0.0,0.2702702702702703,0.0,0.0
f629bfc57ddd4fe5a5119bf0838cd5d1,auditor,mid,194,1257,10,5.34020618556701,0.6494845360824743,0.36082474226804123,0.023070803500397773,0.3,0.0,0.0,0,0.0,0.0,0.0,0.02577319587628866,0.0,0.030927835051546393,0.0,0.4,0.0,0.05154639175257732,0.0,0.5154639175257731,0.0,0.0,0.0
f629bfc57ddd4fe5a5119bf0838cd5d1,target,late,386,2569,21,5.2927461139896375,0.6088082901554405,0.33678756476683935,0.05449591280653951,0.047619047619047616,0.0,0.375,0,0.015544041450777202,0.0,0.012953367875647668,0.0051813471502590676,0.0,0.0,0.0,0.23809523809523808,0.0,0.10621761658031088,0.0,0.0,0.0,0.0,0.0
f629bfc57ddd4fe5a5119bf0838cd5d1,auditor,late,146,1021,9,5.8561643835616435,0.7123287671232876,0.3150684931506849,0.025465230166503428,0.3333333333333333,0.0,0.0,0,0.0,0.0,0.0136986301369863,0.0273972602739726,0.00684931506849315,0.02054794520547945,0.0,0.2222222222222222,0.0,0.0684931506849315,0.0,0.0,0.0,0.0,0.0
f629bfc57ddd4fe5a5119bf0838cd5d1,target,late,386,2588,18,5.357512953367876,0.5699481865284974,0.34974093264248707,0.05255023183925812,0.0,0.0,0.4418604651162791,0,0.015544041450777202,0.0,0.018134715025906734,0.02072538860103627,0.0,0.0,0.0,0.05555555555555555,0.0,0.08290155440414508,0.0,0.0,0.0,0.0,0.2590673575129534
b3db4863687a4390b8e075e5adbb46d0,auditor,early,78,537,4,5.782051282051282,0.7692307692307693,0.2948717948717949,0.020484171322160148,0.25,0.0,0.0,0,0.0,0.0,0.01282051282051282,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0641025641025641,0.0,0.0,0.0,0.0,0.0
b3db4863687a4390b8e075e5adbb46d0,target,early,418,3085,15,6.016746411483253,0.5933014354066986,0.20334928229665072,0.0460291734197731,0.13333333333333333,0.0,0.6122448979591837,0,0.03588516746411483,0.0,0.01674641148325359,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0
